Ticker,Name,Country,Sector,LastPrice,LastPrice+1M,T12M_DVDS_PAID,TRAIL_12M_EARN_FOR_COMMON,TOTAL_EQUITY,BS_TOT_ASSET,TRAIL_12M_CASH_FROM_OPER,TRAIL_12M_FREE_CASH_FLOW,TRAIL_12M_OPER_MARGIN,TRAIL_12M_GROSS_MARGIN,TRAIL_12M_NET_SALES,TRAIL_12M_ACCT_RCV_UNBILLED_REV,VOLATILITY_90D,CUR_MKT_CAP,TRAIL_12M_EBITDA,TRAIL_12M_INT_EXP,NET_DEBT
SCTY UW Equity,SolarCity Corp,US,Industrials,51.02,35.65,0,-66.513,1621.542,6512.343,-661.834,-819.09,-159.9053,29.5935,355.947,-15.4,90.043,4978.97,-419.809,#N/A N/A,2032.251
HBAN UW Equity,Huntington Bancshares Inc/OH,US,Financials,11.06,8.58,-223.118,646.398,6582.637,70210.178,660.386,564.077,30.7659,#N/A N/A,3077.786,#N/A N/A,26.855,8811.0532,#N/A N/A,150.915,6723.094
SMG UN Equity,Scotts Miracle-Gro Co/The,US,Materials,64.51,68.68,-111.3,159.8,633.1,2527.2,246.9,185.2,10.6129,35.3784,2986,-12.5,18.397,3968.9833,385.9,50.5,1091.9
RGLD UW Equity,Royal Gold Inc,US,Materials,36.47,29.79,-56.717,-11.761,2359.822,3228.695,115.794,-1239.307,27.8683,68.6796,283.049,18.688,53.37,2393.8678,177.302,#N/A N/A,564.646
HCN UN Equity,Welltower Inc,US,Financials,68.03,62.22,-1178.707,874.051,15301.94,27456.366,1320.825,-2779.264,30.6091,#N/A N/A,3698.112,#N/A N/A,24.374,24074.4235,1933.882,481.778,11175.733
SNPS UW Equity,Synopsys Inc,US,Information Technology,45.61,42.9,0,238.627,3138.248,4953.972,515.655,402.757,12.1422,77.1886,2194.064,-72.876,27.063,6907.7652,473.019,2.297,-910.419
BIIB UW Equity,Biogen Inc,US,Health Care,306.35,273.06,0,3598.939,10566.943,20728.368,3608.553,3044.722,46.2142,88.5863,10565.164,-278.951,36.443,68286.3667,5484.295,35.5,-1255.41
USG UN Equity,USG Corp,US,Industrials,24.29,17.89,0,126,516,3937,167,51,6.8068,17.8449,3805,-14,31.409,3537.7238,406,167,1738
LLTC UW Equity,Linear Technology Corp,US,Information Technology,42.47,42.73,-285.977,503.551,1585.327,1896.965,638.285,592.482,45.5224,75.6621,1445.996,21.822,30.227,10156.4909,712.384,0,-1244.993
RRC UN Equity,Range Resources Corp,US,Energy,24.61,29.56,-27.056,-112.589,3084.682,8397.904,814.757,-424.853,-11.1901,28.8493,1785.191,61.021,65.33,4168.1877,402.985,164.49,3586.51
ARRS UW Equity,ARRIS International PLC,US,Information Technology,30.57,25.47,0,254.902,1790.851,4513.24,351.384,298.857,4.992,29.0487,4960.039,35.847,26.923,4483.2643,551.525,70.43,792.978
NBR UN Equity,Nabors Industries Ltd,US,Energy,8.51,7.36,-69.853,-1080.376,4511.399,9929.181,1142.578,-78.562,-14.118,36.425,4909.401,552.125,69.675,2412.5827,343.405,179.215,3470.193
SFM UW Equity,Sprouts Farmers Market Inc,US,Consumer Staples,26.59,22.8,0,118.518,816.644,1424.555,209.008,80.652,6.2942,29.2624,3397.321,-10.92,45.367,4083.9807,284.274,19.909,159.293
PTEN UW Equity,Patterson-UTI Energy Inc,US,Energy,15.08,14.38,-58.7,-175.774,2631.097,4678.166,968.432,81.662,-9.1014,-0.8358,2453.93,288.284,61.372,2219.4582,646.271,35.439,788.535
NE UN Equity,Noble Corp plc,US,Energy,10.55,7.79,-310.04,39.043,7592.773,13058.018,1642.135,1009.34,12.9608,38.3127,3299.308,84.393,58.092,2552.804,1068.697,201.881,4324.29
NTRS UW Equity,Northern Trust Corp,US,Financials,72.09,62.08,-336.5,936.1,8784.5,119995.2,146.3,-261.3,31.2318,#N/A N/A,4828.6,#N/A N/A,27.352,16668.6719,#N/A N/A,152.6,-33851
RS UN Equity,Reliance Steel & Aluminum Co,US,Materials,57.91,56.94,-117.7,335.2,3950.5,7455.6,909.5,734.1,5.7297,26.1307,9901,182.1,30.701,4148.7391,787.1,84,2001.4
PAYX UW Equity,Paychex Inc,US,Information Technology,52.89,47.86,-565.4,712.7,1790.8,5983,910.4,807.8,38.7081,70.6918,2795.8,-39.2,19.139,19090.446,1189.3,0.6,-537.7
PBCT UW Equity,People's United Financial Inc,US,Financials,16.15,14.37,-200.1,254.9,4730.8,37477.7,311.7,242.3,30.1744,#N/A N/A,1400.2,#N/A N/A,21.725,5010.2694,#N/A N/A,132.9,3496.8
HSIC UW Equity,Henry Schein Inc,US,Health Care,158.19,151.44,0,482.076,3526.537,6371.558,562.549,489.051,7.0244,28.4083,10480.897,-84.993,19.597,13118.0269,894.682,25.699,737.967
PDCO UW Equity,Patterson Cos Inc,US,Health Care,45.21,42.46,-86.942,184.318,1363.257,3451.838,111.344,37.607,7.1066,26.1918,4639.562,#N/A N/A,25.133,4495.2303,394.759,45.677,1035.424
SIVB UW Equity,SVB Financial Group,US,Financials,118.9,101.32,0,314.382,3314.228,41730.982,270.162,219.598,42.4387,#N/A N/A,1537.183,#N/A N/A,36.523,6122.5426,#N/A N/A,39.165,-873.178
ANSS UW Equity,ANSYS Inc,US,Information Technology,92.5,88.19,0,254.133,2211.596,2701.566,350.6,334.44,37.1011,84.1326,945.481,-12.94,20.926,8231.778,430.267,0.572,-776.923
FDS UN Equity,FactSet Research Systems Inc,US,Financials,162.57,150.7,-66.551,241.051,531.584,736.671,306.442,280.76,32.9685,59.7385,1006.769,-4.3,21.978,6738.3524,363.266,#N/A N/A,-147.411
QCOM UW Equity,QUALCOMM Inc,US,Information Technology,49.985,45.34,-2881,5270,31414,50796,5506,4512,22.8432,58.9494,25281,550,43.09,75132.1533,6989,104,-19978
ROP UN Equity,Roper Technologies Inc,US,Industrials,189.79,175.67,-95.242,673.406,5128.905,9432.999,920.776,885.464,28.815,60.0099,3584.9,40.036,21.331,19131.8172,1230.873,79.667,2098.4
ROST UW Equity,Ross Stores Inc,US,Consumer Discretionary,53.81,56.26,-186.48,1005.03,2394.082,4903.771,1152.91,772.204,13.734,28.3921,11721.971,0,32.133,21793.321,1874.711,#N/A N/A,-91.207
PII UN Equity,Polaris Industries Inc,US,Consumer Discretionary,85.95,73.84,-136.712,480.076,952.283,2310.071,612.837,405.233,15.6889,28.5628,4888.672,-31.953,38.59,5634.7959,916.347,11.401,91.349
AN UN Equity,AutoNation Inc,US,Consumer Discretionary,59.66,43.25,0,461.8,2264.9,8851.4,507.5,270.7,4.3714,15.7161,20570,-105.7,24.828,6599.8779,1020.8,142.3,5345
WWAV UN Equity,WhiteWave Foods Co/The,US,Consumer Staples,38.91,37.75,0,153.374,1189.432,4275.479,285.542,5.626,8.3358,34.3445,3749.651,#N/A N/A,35.172,6856.0214,427.652,52.604,2178.914
SBUX UW Equity,Starbucks Corp,US,Consumer Discretionary,60.03,60.77,-928.6,2757.2,5819.8,12446.1,3749.1,2445.4,18.7917,59.3612,19162.7,-82.8,24.44,89132.5469,4534.8,70.5,736.1
KEY UN Equity,KeyCorp,US,Financials,13.19,11.16,-261,921,10717,95422,1104,1020,29.9549,#N/A N/A,4480,#N/A N/A,34.096,11018.49,#N/A N/A,267,8960
MUSA UN Equity,Murphy USA Inc,US,Consumer Discretionary,60.74,57.85,0,208.001,723.44,1766.493,237.974,36.062,2.5631,7.5236,13374.493,#N/A N/A,30.094,2531.4949,426.24,33.452,424.609
AMG UN Equity,Affiliated Managers Group Inc,US,Financials,159.76,134.19,0,538.3,3605.9,7535.2,1217.9,1186.9,33.1441,#N/A N/A,2535.9,#N/A N/A,36.865,8632.9485,983,#N/A N/A,1952.8
SPLS UW Equity,Staples Inc,US,Consumer Discretionary,9.47,8.92,-307.476,33,5347,10318,837.822,462.898,1.45,26.1982,21448,-99.297,40.223,6095.1085,774.808,103,253
STT UN Equity,State Street Corp,US,Financials,66.36,55.73,-632,1778,21532,247274,-4333,-5005,20.9696,#N/A N/A,10851,#N/A N/A,28.146,26775.3386,#N/A N/A,393,-57605
USB UN Equity,US Bancorp,US,Financials,42.67,40.06,-2014,5618,45767,415943,7117,7117,39.9391,#N/A N/A,21470,#N/A N/A,24.073,74825.8818,#N/A N/A,1422,48969
JLL UN Equity,Jones Lang LaSalle Inc,US,Financials,159.86,140.72,-23.724,436.248,2534.7,5235.026,442.04,300.298,9.2283,#N/A N/A,5827.234,-322.649,28.652,7200.2281,646.258,#N/A N/A,347.01
SYMC UW Equity,Symantec Corp,US,Information Technology,21,19.84,-416,671,5892,12460,1280,1027,7.9942,82.1003,4866,-48,20.302,14186.0486,715,77,-1617
TROW UW Equity,T Rowe Price Group Inc,US,Financials,71.49,70.95,-1042.1,1215.3,4673.6,5266.6,1446.7,1288.5,46.1278,#N/A N/A,4170.8,#N/A N/A,23.863,17950.8078,2046.6,#N/A N/A,-1164.4
SBAC UW Equity,SBA Communications Corp,US,Telecommunication Services,105.07,99.28,0,-206.283,-1697.656,7396.757,721.092,478.877,19.9797,72.6843,1636.267,-1.354,27.581,13254.6993,987.696,316.676,8412.877
WM UN Equity,Waste Management Inc,US,Industrials,53.37,52.95,-695,1070,5257,20402,2407,1173,17.4498,36.3291,13152,-303,15.929,23829.4542,3546,#N/A N/A,8937
CBS UN Equity,CBS Corp,US,Consumer Discretionary,47.13,47.5,-306,1565,5879,24239,1610,1404,20.2607,40.5067,13657,#N/A N/A,26.67,22411.9493,3078,376,8666
ON UW Equity,ON Semiconductor Corp,US,Information Technology,9.8,8.56,0,157,1581.1,3950.1,475.9,231.6,6.4125,33.8381,3519.7,-20.6,47.627,4044.4802,579.9,44.3,850.1
AGN UN Equity,Allergan plc,US,Health Care,312.5,284.43,-138.4,3650.8,77480.1,142816.3,3786.1,3370.9,-21.3512,63.0599,14822.1,-609.5,41.295,123163.9194,2150,979.8,40612.6
WFM UW Equity,Whole Foods Market Inc,US,Consumer Staples,33.5,29.31,-184,535,3769,5741,1129,278,5.5953,35.1898,15388,-21,33.566,11432.4884,1300,#N/A N/A,-327
STZ UN Equity,Constellation Brands Inc,US,Consumer Staples,142.44,152.48,-119.8,977.8,6165,15673.4,1216,510,26.1233,43.8987,6262.6,-81.5,22.264,28031.2127,1852.8,322.2,7093.9
TECH UW Equity,Bio-Techne Corp,US,Health Care,90,82.69,-47.528,106.536,837.947,1128.32,135.474,114.353,31.3134,67.8728,456.15,-15.932,27.84,3347.2218,182.188,1.684,80.971
MDRX UW Equity,Allscripts Healthcare Solutions Inc,US,Health Care,15.38,13.78,0,-20.753,1395.578,2673.313,179.806,159.812,0.6778,40.7602,1381.646,14.703,28.146,2907.0523,176.568,31.293,563.646
XLNX UW Equity,Xilinx Inc,US,Information Technology,46.97,50.27,-312.182,578.102,2603.249,4890.35,773.663,748.536,30.4066,70.1564,2237.029,8.002,26.473,12070.116,751.898,55.447,-1718.871
TFX UN Equity,Teleflex Inc,US,Health Care,131.45,135.69,-56.466,194.377,1941.061,3907.701,246.201,181.284,16.006,51.3604,1801.197,-1.762,21.864,5468.565,394.283,64.493,786.222
CRL UN Equity,Charles River Laboratories International,US,Health Care,80.39,74.23,0,144.595,736.044,2032.843,286.107,224.081,14.5591,38.1227,1339,-23.557,32.416,3748.0697,290.287,14.03,778.367
XRAY UW Equity,DENTSPLY SIRONA Inc,US,Health Care,60.85,58.89,-39.36,277.27,2281.5,4402.2,563.621,485.179,14.1593,56.4081,2722.267,10.212,20.737,8521.1532,509.452,41.584,918.7
BWXT UN Equity,BWX Technologies Inc,US,Industrials,31.77,29.94,-38.775,28.673,331.484,1410.722,398.978,326.633,7.923,22.0606,1446.945,11.867,19.174,3382.8922,228.05,9.347,161.828
ZION UW Equity,Zions Bancorporation,US,Financials,27.3,22.68,-104.638,225.178,7638.095,58410.927,488.76,345.73,20.7252,#N/A N/A,2199.84,#N/A N/A,30.311,5577.2401,#N/A N/A,125.015,-7188.341
DNR UN Equity,Denbury Resources Inc,US,Energy,2.02,1.56,-87.225,-3136.738,2136.332,7355.152,1037.125,309.763,-217.1537,37.5023,1995.261,-34.121,112.283,718.0103,-3756.362,162.054,3345.141
IVZ UN Equity,Invesco Ltd,US,Financials,33.48,29.93,-449.1,1036,9032.2,24962.2,738.6,604,26.3435,#N/A N/A,5159.9,#N/A N/A,30.813,14190.91,1449.9,#N/A N/A,5768.3
TRMB UW Equity,Trimble Navigation Ltd,US,Information Technology,21.45,19.29,0,152.928,2203.2,3719.9,373.019,324.959,8.6462,52.3727,2294.53,14.16,43.605,5372.8306,397.393,#N/A N/A,635.8
INTU UW Equity,Intuit Inc,US,Information Technology,96.5,95.51,-291,418,1051,3833,1425,1227,19.0543,82.949,4293,0,25.036,25476.4211,1050,27,376
MS UN Equity,Morgan Stanley,US,Financials,31.81,25.88,-1348,3168,76420,834113,-14568,-15991,10.7761,#N/A N/A,38279,#N/A N/A,31.056,61591.2854,8659,3098,32821
BG UN Equity,Bunge Ltd,US,Consumer Staples,68.28,62.01,-237,632,6699,18439,916,227,2.7331,5.8143,46248,202,26.097,9727.0765,1826,244,3927
MCHP UW Equity,Microchip Technology Inc,US,Information Technology,46.54,44.81,-288.85,381.025,2129.381,5786.309,694.762,565.108,18.8437,57.0754,2147.26,18.706,31.058,9453.3132,682.596,84.033,686.33
ALR UN Equity,Alere Inc,US,Health Care,39.09,37.2,-21.293,190.232,2101.968,6574.165,370.963,280.602,7.3366,46.6816,2506.21,-30.331,35.096,3371.6813,462.458,210.777,3121.987
CB UN Equity,Chubb Ltd,US,Financials,116.85,113.07,-860,2706,29127,97760,3973,3973,18.9344,#N/A N/A,19050,#N/A N/A,18.675,37880.6033,#N/A N/A,274,5531
CHK UN Equity,Chesapeake Energy Corp,US,Energy,4.5,3.39,-348,-12042,4546,21286,1884,-3068,-105.1858,69.9499,14559,#N/A N/A,85.416,2992.8181,-12697,217,9808
JBL UN Equity,Jabil Circuit Inc,US,Information Technology,23.29,19.91,-63.138,284.019,2335.011,9603.207,1240.282,277.137,3.103,8.3982,17899.195,-292.706,34.919,4408.1737,1084.587,128.091,756.428
VAL UN Equity,Valspar Corp/The,US,Materials,82.95,78.33,-96.89,399.506,855.009,4318.575,383.2,286.074,14.7517,35.3181,4392.622,-83.098,19.523,6553.0449,740.59,81.348,1855.125
ORLY UW Equity,O'Reilly Automotive Inc,US,Consumer Discretionary,253.42,260.9,0,894.318,2002.086,6775.266,1270.198,860.894,18.6899,52.0074,7781.8,-17.615,23.785,24997.3332,1663.168,57.096,1120.079
VMI UN Equity,Valmont Industries Inc,US,Industrials,106.02,106.59,-35.794,111.139,1065.777,2489.701,274.221,230.163,7.8226,24.4852,2748.232,26.409,30.428,2442.5796,310.711,45.053,454.567
ALL UN Equity,Allstate Corp/The,US,Financials,62.09,60.6,-600,2390,20504,105849,3357,3057,11.4666,#N/A N/A,35721,#N/A N/A,19.758,24047.8409,#N/A N/A,292,4270
WLL UN Equity,Whiting Petroleum Corp,US,Energy,9.44,7.35,0,-2474.174,4850.018,11672.16,1367.252,-1616.586,-142.8554,14.8887,2347.083,318.317,98.103,1927.1074,-2130.744,297.805,5216.915
FLIR UW Equity,FLIR Systems Inc,US,Information Technology,28.07,29.24,-60.295,244.234,1624.858,2354.803,260.323,189.844,19.2875,48.9764,1553.786,-15.988,28.014,3936.7725,349.119,14.282,-163.296
EQR UN Equity,Equity Residential,US,Financials,81.59,77.09,-764.663,876.991,11227.249,23008.804,1373.148,320.35,35.9347,#N/A N/A,2706.432,#N/A N/A,21.702,29720.1236,1753.879,443.749,10765.953
BWA UN Equity,BorgWarner Inc,US,Consumer Discretionary,43.23,29.36,-138.3,624.3,3787.9,7687.1,725.8,141.9,12.0552,21.1543,7892,-192.5,35.224,9689.7965,1271.1,52.8,775.8
CE UN Equity,Celanese Corp,US,Materials,67.33,63.67,-169,518,3197,8908,892,247,9.7813,24.6313,5899,182,30.24,9878.0782,901,117,2022
NFX UN Equity,Newfield Exploration Co,US,Energy,32.56,29.07,0,-2339,2031,5513,1206,-772,-180.1219,28.3638,2133,38,45.882,5320.7057,-2883,138,2491
KBR UN Equity,KBR Inc,US,Industrials,16.92,14.26,-47,-1080,974,3651,-42,-63,-11.1172,1.27,5433,85,34.82,2440.9253,-558,#N/A N/A,-702
VIAV UW Equity,Viavi Solutions Inc,US,Information Technology,6.09,5,0,-142.6,746.3,1770.9,40.2,-49,-6.4313,54.2967,1096.2,9,32.836,1445.3062,60.1,33.9,-323.7
SLH UN Equity,Solera Holdings Inc,US,Information Technology,54.83,54.26,-55.163,-179.472,-10.793,3754.671,169.574,120.397,15.905,73.9457,1174.084,-2.453,24.9,3686.9326,355.405,141.794,2631.574
URBN UW Equity,Urban Outfitters Inc,US,Consumer Discretionary,22.75,22.88,0,231.909,1171.669,1876.535,420.487,257.46,10.489,34.9239,3442.772,-8.629,40.276,2669.0574,502.596,#N/A N/A,-158.28
AAL UW Equity,American Airlines Group Inc,US,Industrials,42.35,38.99,-350,4926,3762,48715,6825,899,14.4412,#N/A N/A,41520,#N/A N/A,33.722,26694.2875,7562,872,11865
SPG UN Equity,Simon Property Group Inc,US,Financials,194.44,186.28,-1788.13,1660.175,5145.916,30641.303,3017.026,503.643,50.4463,#N/A N/A,5182.602,#N/A N/A,21.882,60163.2544,3847.27,926.456,21772.193
EMN UN Equity,Eastman Chemical Co,US,Materials,67.51,61.21,-230,740,3956,15880,1505,892,12.6791,24.6009,9772,83,28.893,10032.4943,1790,270,6971
JW/A UN Equity,John Wiley & Sons Inc,US,Consumer Discretionary,45.03,41.8,-68.945,175.679,1080.664,2981.6,333.267,255.827,12.8917,72.5943,1807.504,#N/A N/A,32.132,2618.2352,347.604,16.506,481.06
HII UN Equity,Huntington Ingalls Industries Inc,US,Industrials,126.85,127.88,-77,406,1490,6042,832,672,10.9202,22.0818,7042,-139,30.628,5958.9049,942,139,634
AVB UN Equity,AvalonBay Communities Inc,US,Financials,184.13,171.49,-637.262,729.252,9829.453,16781.979,1013.213,-738.952,36.8501,#N/A N/A,1815.842,#N/A N/A,20.893,25203.1983,1142.46,181.384,5988.17
PRU UN Equity,Prudential Financial Inc,US,Financials,81.41,70.08,-1073,3426,42770,754527,19804,19804,12.0366,#N/A N/A,58588,#N/A N/A,29.716,36553.09,#N/A N/A,1876,10062
UPS UN Equity,United Parcel Service Inc,US,Industrials,96.23,93.2,-2485,3966,1948,39002,7950,5418,10.946,20.7855,58204,-233,19.265,85684.6084,8411,343,8912
AIV UN Equity,Apartment Investment & Management Co,US,Financials,40.03,39.15,-175.282,205.596,1836.701,6217.662,346.479,-21.206,26.0368,#N/A N/A,977.613,#N/A N/A,22.004,6261.6342,552.823,203.768,3890.658
WSO UN Equity,Watsco Inc,US,Industrials,117.13,116.21,-94.826,157.054,1221.565,1929.459,203.019,170.148,8.1866,24.463,4086.21,-16.97,27.243,4141.5343,353.318,#N/A N/A,279.532
WR UN Equity,Westar Energy Inc,US,Utilities,42.41,43.56,-181.759,296.142,3675.921,10584.079,758.849,69.831,24.6214,75.0728,2509.638,11.356,23.213,5994.1251,945.969,179.163,3408.103
ZBRA UW Equity,Zebra Technologies Corp,US,Information Technology,69.65,60.4,0,-182.184,914.028,5178.99,234.183,127.835,0.1763,44.4968,3489.842,-18.163,42.83,3628.7843,300.348,204.897,2785.203
MCK UN Equity,McKesson Corp,US,Health Care,197.23,160.98,-226,1797,10283,55819,4198,3656,1.8033,6.13,187716,-2312,25.603,45384.4179,4307,363,4029
SKT UN Equity,Tanger Factory Outlet Centers Inc,US,Financials,32.7,31.99,-100.572,118.919,541.276,2230.799,215.293,-22.287,32.5922,#N/A N/A,434.942,#N/A N/A,19.326,3134.2096,244.201,54.637,1518.563
LMT UN Equity,Lockheed Martin Corp,US,Industrials,217.15,211,-1901,3576,2813,39617,3536,2647,12.0166,11.5357,45745,-602,18.806,66729.2182,6491,388,5112
NUAN UW Equity,Nuance Communications Inc,US,Information Technology,19.89,17.63,0,-115.01,2265.252,5585.345,487.578,429.539,2.8434,57.0431,1931.136,41.657,36.567,6180.6961,285.554,118.617,1554.87
ABC UN Equity,AmerisourceBergen Corp,US,Health Care,103.71,89.56,-253.919,-134.887,633.52,27736.157,3920.379,3688.794,0.307,2.5958,135961.803,-1478.793,17.792,21326.1932,666.97,101.986,1325.606
NWSA UW Equity,News Corp,US,Consumer Discretionary,13.36,12.97,-29,-39,11801,14756,876,465,-0.9463,#N/A N/A,8454,-86,29.728,7884.2799,424,#N/A N/A,-1898
SIG UN Equity,Signet Jewelers Ltd,US,Consumer Discretionary,123.69,116,-64.1,424,2845,6469.7,395.9,170,9.9829,36.3149,6434,-160.1,34.91,9837.309,816.7,#N/A N/A,1511.3
CAM UN Equity,Cameron International Corp,US,Energy,63.2,65.66,0,630,5260,11609,1149,833,7.1106,29.189,9507,369,64.292,12066.2471,1033,#N/A N/A,884
COF UN Equity,Capital One Financial Corp,US,Financials,72.18,65.62,-879,3998,47685,313700,10608,10100,24.2334,#N/A N/A,24623,#N/A N/A,28.93,38403.0245,9586,1591,35941
OHI UN Equity,Omega Healthcare Investors Inc,US,Financials,34.98,31.71,-320.337,220.872,4064.651,8593.483,400.75,-1.909,56.6722,#N/A N/A,664.426,#N/A N/A,21.225,6542.7812,556.855,147.128,4229.598
WAT UN Equity,Waters Corp,US,Health Care,134.58,121.21,0,469.291,1968.556,4121.244,568.364,475.429,27.3673,58.9194,2039.592,-46.902,22.822,10990.3126,644.665,36.707,-680.558
TCO UN Equity,Taubman Centers Inc,US,Financials,76.72,71.04,-438.859,522.98,122.43,3494.524,347.496,-138.141,36.4431,#N/A N/A,559.267,#N/A N/A,20.598,4621.1189,305.075,60.308,2330.162
DLTR UW Equity,Dollar Tree Inc,US,Consumer Discretionary,77.22,81.32,0,260,4142.2,16699,508.4,100.2,7.6415,31.1071,12608.7,#N/A N/A,36.203,18130.9428,1330.4,#N/A N/A,7232.6
DRI UN Equity,Darden Restaurants Inc,US,Consumer Discretionary,63.64,63.06,-276.1,292.7,2424.1,6026.5,502,209.1,6.3339,21.6711,6855.2,13.7,26.56,8154.7626,755.9,#N/A N/A,762.5
SM UN Equity,SM Energy Co,US,Energy,19.66,13.98,-6.743,224.274,2186.837,6213.861,1166.302,-844.869,26.8114,8.7911,1809.961,120.041,78.041,1335.9041,1385.536,124.286,2533.803
SNDK UW Equity,SanDisk Corp,US,Information Technology,75.99,70.7,-253.821,454.9,5634.075,9073.003,1100.514,750.926,12.6251,41.2019,5756.976,129.356,40.443,15250.5469,1352.414,116.8,-1737.052
DO UN Equity,Diamond Offshore Drilling Inc,US,Energy,21.1,18.59,-173.237,69.797,4376.153,7850.496,783.408,-983.373,8.1968,25.6384,2539.151,20.167,52.327,2894.0487,718.554,86.797,2332.954
LXK UN Equity,Lexmark International Inc,US,Information Technology,32.45,28.21,-88.4,-53.9,1153.7,3983.1,192.8,78.4,-0.5603,38.0357,3605.3,1.8,44.291,2005.8773,266.2,#N/A N/A,953.9
CFR UN Equity,Cullen/Frost Bankers Inc,US,Financials,60,47.86,-139.364,284.987,2904.973,28341.352,467.149,296.687,32.7254,#N/A N/A,1071.436,#N/A N/A,30.654,3739.2039,#N/A N/A,13.734,-2885.611
NTAP UW Equity,NetApp Inc,US,Information Technology,26.53,21.93,-208.9,395.7,2987,8635,945.2,795.4,8.2286,61.533,5871,41.4,28.715,7755.8902,771.2,45.1,-3325
CTXS UW Equity,Citrix Systems Inc,US,Information Technology,75.65,70.46,0,283.315,2084.692,5405.483,943.244,773.678,11.0196,81.8061,3222.314,-15.429,39.469,11636.8195,744.351,43.927,244.092
HNT UN Equity,Health Net Inc/Old,US,Health Care,68.46,66.22,0,153.523,1787.817,6023.431,460,400.325,2.5196,15.7674,15965.575,-442.568,25.501,5291.556,421.636,32.797,-2584.528
DVA UN Equity,DaVita HealthCare Partners Inc,US,Health Care,69.71,67.12,0,483.752,6089.336,18894.828,1050.536,390.5,10.1489,28.7273,13576.265,-304.671,17.928,14708.81,2006.139,403.07,7226.446
FII UN Equity,Federated Investors Inc,US,Financials,28.65,25.29,-104.756,155.48,646.155,1156.7,233.015,223.798,28.7146,#N/A N/A,900.828,#N/A N/A,25.379,2982.8135,284.104,#N/A N/A,81.968
HIG UN Equity,Hartford Financial Services Group Inc/Th,US,Financials,43.46,40.18,-298,1643,18204,231453,2991,2733,12.9214,#N/A N/A,18481,#N/A N/A,26.186,17801.646,#N/A N/A,365,4861
IRM UN Equity,Iron Mountain Inc,US,Financials,27.01,27.54,-688.992,130.285,619.777,6669.822,491.191,204.072,17.4435,57.0591,3033.527,20.57,24.093,5703.2405,886.637,271.881,4681.395
RGA UN Equity,Reinsurance Group of America Inc,US,Financials,85.55,84.23,-91.78,530.13,6241.066,47606.12,1976.445,1952.205,9.0634,#N/A N/A,10287,#N/A N/A,24.412,5624.8609,#N/A N/A,127.215,1479.813
EL UN Equity,Estee Lauder Cos Inc/The,US,Consumer Staples,88.06,85.25,-362.1,1170.1,3502,8425.4,1823.8,1339.6,15.5816,80.5064,10984.1,-117.9,25.371,32515.0129,2118.3,#N/A N/A,986.9
YHOO UW Equity,Yahoo! Inc,US,Information Technology,33.26,29.51,0,242.247,28279.073,41134.999,-2408.497,-2906.847,-3.7653,62.5693,4947.98,-93.608,35.98,31409.2527,424.354,70.929,-5604.693
PPS UN Equity,Post Properties Inc,US,Financials,59.16,57.29,-89.447,75.471,1250.198,2288.894,166.65,29.063,28.8553,#N/A N/A,379.442,#N/A N/A,21.899,3202.0097,195.382,34.267,827.333
LYV UN Equity,Live Nation Entertainment Inc,US,Consumer Discretionary,24.57,22.7,0,-152.082,1794.897,6265.354,266.341,127.496,-0.2118,27.9422,7080.861,-52.757,19.792,4971.7483,368.579,102.741,974.711
